,carat,price,cut
29327,0.36,1053,Very Good
29328,1.09,5816,Ideal
29329,1.13,5526,Very Good
29330,1.23,7299,Ideal
29331,0.27,566,Very Good
29332,0.32,391,Ideal
29333,0.34,574,Premium
29334,1.7,18176,Very Good
29335,0.34,596,Ideal
29336,1.25,5637,Very Good
29337,1.02,5500,Very Good
29338,1.01,4434,Ideal
29339,0.32,720,Premium
29340,0.62,3050,Very Good
29341,1.52,8010,Premium
29342,0.3,680,Very Good
29343,0.58,1790,Very Good
29344,1.18,9648,Premium
29345,0.36,473,Premium
29346,0.27,534,Ideal
29347,0.72,3048,Premium
29348,0.72,2546,Ideal
29349,0.29,444,Ideal
29350,1.01,4118,Fair
29351,0.34,803,Premium
29352,1.38,8037,Ideal
29353,1.63,11534,Premium
29354,0.78,3538,Premium
29355,1.5,18691,Very Good
29356,2.0,11202,Fair
29357,0.75,2608,Good
29358,1.5,8974,Very Good
29359,1.5,11489,Premium
29360,1.03,3749,Ideal
29361,1.2,5107,Ideal
29362,0.32,461,Premium
29363,0.33,781,Ideal
29364,0.31,707,Very Good
29365,0.33,694,Ideal
29366,1.92,15472,Ideal
29367,0.58,1633,Very Good
29368,0.23,640,Premium
29369,1.01,4803,Ideal
29370,1.01,6587,Ideal
29371,0.32,421,Very Good
29372,0.3,486,Ideal
29373,0.54,1786,Premium
29374,0.25,548,Very Good
29375,0.32,533,Premium
29376,1.13,12543,Premium
29377,0.35,1063,Ideal
29378,1.01,5886,Very Good
29379,1.21,5558,Very Good
29380,1.02,6614,Ideal
29381,1.2,6653,Premium
29382,1.72,15948,Very Good
29383,0.5,1094,Good
29384,0.31,707,Ideal
29385,0.3,776,Premium
29386,0.3,422,Ideal
29387,0.26,769,Ideal
29388,0.33,631,Ideal
29389,0.31,507,Ideal
29390,0.42,907,Ideal
29391,0.31,628,Ideal
29392,0.77,3911,Very Good
29393,0.4,694,Ideal
29394,2.17,15760,Very Good
29395,1.38,5765,Ideal
29396,1.01,5051,Very Good
29397,1.02,4478,Premium
29398,0.52,1605,Premium
29399,0.7,3504,Ideal
29400,0.9,4304,Very Good
29401,0.34,1054,Ideal
29402,0.7,2369,Fair
29403,0.91,4823,Very Good
29404,0.5,982,Ideal
29405,0.7,2331,Premium
29406,2.2,14691,Ideal
29407,0.41,876,Ideal
29408,0.63,2171,Premium
29409,0.7,1973,Ideal
29410,0.42,884,Ideal
29411,0.55,1415,Premium
29412,0.39,670,Ideal
29413,1.02,4233,Ideal
29414,0.53,1284,Ideal
29415,0.32,828,Premium
29416,0.9,3423,Good
29417,0.57,1637,Ideal
29418,0.56,3496,Ideal
29419,1.0,3713,Premium
29420,0.53,1174,Very Good
29421,1.04,6260,Ideal
29422,0.41,1076,Premium
29423,1.05,4598,Premium
29424,2.01,10184,Good
29425,0.92,4039,Premium
29426,0.71,3461,Very Good
29427,1.02,5469,Premium
29428,1.2,5310,Good
29429,0.81,2858,Very Good
29430,1.54,7349,Good
29431,0.54,1720,Premium
29432,0.31,879,Ideal
29433,0.4,1125,Premium
29434,0.92,4228,Very Good
29435,0.7,2859,Premium
29436,0.31,677,Ideal
29437,0.9,2680,Good
29438,0.54,2041,Ideal
29439,1.0,4312,Fair
29440,1.61,10278,Premium
29441,0.56,1179,Very Good
29442,0.36,853,Ideal
29443,0.74,2193,Fair
29444,1.0,5292,Premium
29445,0.91,4051,Premium
29446,0.41,969,Premium
29447,1.12,5243,Very Good
29448,0.76,2026,Ideal
29449,1.07,4314,Ideal
29450,0.46,851,Ideal
29451,0.71,4482,Premium
29452,1.51,6156,Fair
29453,0.57,1972,Ideal
29454,1.53,9853,Ideal
29455,0.77,3121,Ideal
29456,0.62,1871,Very Good
29457,0.94,6088,Very Good
29458,0.54,2041,Ideal
29459,0.7,2066,Good
29460,0.3,605,Good
29461,0.31,583,Very Good
29462,0.65,1881,Fair
29463,0.37,811,Very Good
29464,1.16,8038,Ideal
29465,0.32,756,Very Good
29466,0.52,2430,Ideal
29467,0.98,4542,Very Good
29468,0.32,505,Very Good
29469,0.33,666,Premium
29470,0.31,734,Ideal
29471,0.74,3357,Very Good
29472,0.78,2515,Very Good
29473,0.72,2933,Very Good
29474,0.33,743,Ideal
29475,0.25,583,Very Good
29476,0.3,526,Good
29477,0.44,1155,Ideal
29478,1.01,7234,Very Good
29479,0.44,970,Very Good
29480,0.3,394,Good
29481,1.29,3884,Very Good
29482,0.84,3265,Ideal
29483,0.56,2318,Ideal
29484,0.3,709,Good
29485,1.01,4899,Very Good
29486,1.61,9341,Premium
29487,0.33,806,Ideal
29488,2.04,15651,Premium
29489,1.5,12156,Very Good
29490,0.32,540,Premium
29491,0.37,1764,Ideal
29492,0.39,581,Good
29493,1.25,8764,Ideal
29494,0.41,818,Very Good
29495,1.0,3763,Fair
29496,0.23,530,Ideal
29497,1.01,6529,Very Good
29498,0.41,961,Premium
29499,0.34,760,Ideal
29500,0.38,1112,Premium
29501,1.02,4796,Premium
29502,0.51,1873,Premium
29503,0.43,1169,Ideal
29504,0.75,2954,Ideal
29505,1.01,4771,Premium
29506,0.37,777,Ideal
29507,0.39,1024,Ideal
29508,0.31,816,Very Good
29509,0.31,1046,Premium
29510,0.3,857,Ideal
29511,0.41,1110,Ideal
29512,1.24,8298,Very Good
29513,0.4,1088,Very Good
29514,1.06,8093,Ideal
29515,1.55,9041,Premium
29516,0.35,669,Premium
29517,1.51,4600,Very Good
29518,0.41,943,Very Good
29519,1.05,8114,Premium
29520,1.01,5273,Ideal
29521,0.32,645,Ideal
29522,0.77,2010,Premium
29523,0.99,4780,Very Good
29524,0.41,1230,Ideal
29525,1.23,5550,Very Good
29526,0.75,2831,Ideal
29527,0.3,878,Ideal
29528,0.25,459,Ideal
29529,1.01,4260,Good
29530,0.37,746,Premium
29531,0.33,965,Premium
29532,1.24,11268,Very Good
29533,0.31,755,Ideal
29534,1.2,4927,Ideal
29535,1.21,8879,Premium
29536,1.35,6124,Ideal
29537,0.3,605,Premium
29538,1.6,9032,Premium
29539,0.72,3275,Ideal
29540,0.73,3307,Very Good
29541,0.35,706,Ideal
29542,1.71,11104,Premium
29543,0.27,606,Very Good
29544,0.32,716,Ideal
29545,0.99,5947,Ideal
29546,1.06,4402,Ideal
29547,1.01,6108,Premium
29548,0.96,4500,Ideal
29549,1.03,2336,Premium
29550,1.53,6512,Premium
29551,0.54,1065,Ideal
29552,0.31,571,Very Good
29553,0.96,3674,Fair
29554,2.02,13068,Premium
29555,0.31,802,Premium
29556,0.71,2231,Premium
29557,0.52,1790,Ideal
29558,1.19,7651,Ideal
29559,2.61,13784,Good
29560,0.91,2348,Good
29561,0.3,776,Premium
29562,0.31,816,Premium
29563,1.08,8674,Ideal
29564,0.56,2148,Ideal
29565,0.63,2481,Very Good
29566,1.39,7893,Very Good
29567,0.76,2668,Ideal
29568,0.53,1727,Ideal
29569,0.37,1041,Ideal
29570,0.3,473,Very Good
29571,1.14,3755,Ideal
29572,1.74,18430,Very Good
29573,0.53,1229,Ideal
29574,1.23,7089,Premium
29575,1.0,5002,Good
29576,0.51,1708,Ideal
29577,1.71,10428,Very Good
29578,0.9,3699,Very Good
29579,0.32,773,Ideal
29580,0.3,393,Very Good
29581,0.33,959,Ideal
29582,0.72,3093,Ideal
29583,1.07,7670,Premium
29584,1.0,7114,Good
29585,1.21,4991,Very Good
29586,0.32,814,Ideal
29587,1.02,3313,Premium
29588,0.53,1173,Premium
29589,0.9,4054,Good
29590,1.21,6708,Premium
29591,0.38,1327,Ideal
29592,1.53,13926,Ideal
29593,0.71,2920,Premium
29594,0.54,1660,Good
29595,0.54,1709,Ideal
29596,1.52,9530,Ideal
29597,0.28,448,Ideal
29598,0.74,2058,Good
29599,1.21,6566,Premium
29600,0.75,3188,Good
29601,1.12,6774,Ideal
29602,1.03,4038,Premium
29603,1.58,13869,Very Good
29604,0.43,1113,Premium
29605,0.7,2728,Ideal
29606,1.06,4057,Very Good
29607,1.54,8479,Ideal
29608,1.75,11113,Ideal
29609,1.58,10112,Very Good
29610,0.53,1205,Ideal
29611,0.91,4045,Very Good
29612,0.35,1312,Ideal
29613,0.71,2921,Very Good
29614,0.78,2489,Premium
29615,0.43,1129,Ideal
29616,0.3,658,Premium
29617,0.83,3560,Ideal
29618,0.34,765,Premium
29619,1.01,5897,Very Good
29620,1.23,4986,Ideal
29621,2.01,16733,Ideal
29622,0.41,935,Ideal
29623,0.43,1008,Ideal
29624,1.01,9089,Very Good
29625,2.24,16077,Very Good
29626,1.34,5106,Fair
29627,1.21,8824,Ideal
29628,0.59,2254,Very Good
29629,0.4,907,Ideal
29630,0.37,649,Premium
29631,0.36,810,Premium
29632,0.35,1024,Premium
29633,0.53,1797,Ideal
29634,1.22,5226,Premium
29635,0.3,863,Ideal
29636,0.31,516,Very Good
29637,0.43,1016,Premium
29638,1.57,10447,Very Good
29639,1.0,4155,Premium
29640,0.71,3103,Ideal
29641,0.7,2312,Very Good
29642,1.0,6048,Premium
29643,1.12,4077,Premium
29644,0.3,665,Ideal
29645,2.06,13317,Premium
29646,0.51,1662,Ideal
29647,0.39,1290,Premium
29648,1.05,4586,Ideal
29649,0.41,1061,Ideal
29650,0.72,4339,Very Good
29651,1.01,5120,Premium
29652,0.55,2629,Ideal
29653,0.33,666,Very Good
29654,0.28,586,Ideal
29655,0.71,2088,Very Good
29656,1.01,4844,Fair
29657,1.5,11939,Very Good
29658,0.7,3092,Very Good
29659,0.31,593,Premium
29660,0.34,589,Premium
29661,1.29,4045,Very Good
29662,0.9,4961,Very Good
29663,0.48,1791,Ideal
29664,0.34,1276,Ideal
29665,1.35,6884,Very Good
29666,0.35,830,Ideal
29667,1.0,7336,Premium
29668,0.96,3871,Good
29669,1.02,4162,Very Good
29670,2.04,17315,Very Good
29671,0.31,1046,Ideal
29672,0.73,2588,Ideal
29673,0.67,1867,Very Good
29674,1.56,12082,Ideal
29675,1.04,6709,Premium
29676,0.7,2724,Very Good
29677,1.55,11574,Ideal
29678,1.0,8077,Very Good
29679,0.61,2569,Very Good
29680,0.36,568,Ideal
29681,1.15,4877,Ideal
29682,0.78,2444,Premium
29683,0.52,1919,Ideal
29684,0.56,1576,Very Good
29685,1.03,5330,Premium
29686,0.32,730,Very Good
29687,0.27,470,Ideal
29688,0.31,625,Very Good
29689,0.75,3419,Ideal
29690,1.01,5620,Premium
29691,0.7,2993,Ideal
29692,0.76,2960,Ideal
29693,0.5,1624,Very Good
29694,0.77,2973,Ideal
29695,1.01,6846,Very Good
29696,1.15,5257,Very Good
29697,0.3,911,Ideal
29698,0.4,694,Ideal
29699,0.55,1295,Very Good
29700,1.07,3545,Premium
29701,1.04,6458,Ideal
29702,0.26,569,Very Good
29703,1.1,10410,Ideal
29704,0.42,722,Premium
29705,0.36,1053,Premium
29706,0.69,1951,Good
29707,0.38,855,Ideal
29708,0.71,2839,Premium
29709,1.02,6505,Premium
29710,0.4,1063,Ideal
29711,1.01,7411,Ideal
29712,1.04,5626,Ideal
29713,0.77,3241,Very Good
29714,0.58,2401,Premium
29715,1.01,7602,Ideal
29716,0.35,853,Ideal
29717,0.69,1822,Ideal
29718,0.73,3615,Ideal
29719,0.7,2591,Good
29720,0.32,725,Ideal
29721,0.24,485,Very Good
29722,1.55,8498,Ideal
29723,0.28,828,Premium
29724,0.7,1890,Premium
29725,0.5,1378,Very Good
29726,0.55,1263,Good
29727,0.51,1574,Very Good
29728,0.33,743,Ideal
29729,0.34,1272,Ideal
29730,0.7,2859,Ideal
29731,1.5,10164,Ideal
29732,0.31,541,Very Good
29733,1.01,5174,Very Good
29734,0.3,844,Ideal
29735,0.31,789,Ideal
29736,1.22,5739,Premium
29737,0.41,986,Good
29738,1.52,12916,Very Good
29739,0.31,663,Very Good
29740,2.02,12713,Ideal
29741,0.43,754,Very Good
29742,0.52,1383,Ideal
29743,0.42,1273,Ideal
29744,0.31,816,Ideal
29745,0.48,2329,Very Good
29746,0.5,1845,Ideal
29747,1.61,18318,Ideal
29748,0.71,2345,Premium
29749,0.41,1187,Very Good
29750,0.56,1436,Premium
29751,1.09,3424,Good
29752,0.32,612,Ideal
29753,1.01,6968,Ideal
29754,0.43,792,Ideal
29755,1.56,10642,Ideal
29756,0.3,655,Ideal
29757,1.53,6597,Very Good
29758,0.77,4039,Ideal
29759,0.54,1981,Ideal
29760,1.02,4459,Premium
29761,0.73,1395,Premium
29762,0.75,2835,Premium
29763,0.73,3066,Very Good
29764,0.52,1694,Ideal
29765,0.7,2355,Good
29766,0.41,738,Good
29767,0.7,2154,Ideal
29768,0.5,1784,Very Good
29769,0.33,621,Very Good
29770,0.71,2598,Very Good
29771,1.01,9972,Very Good
29772,0.71,2965,Ideal
29773,0.5,2003,Very Good
29774,0.34,507,Very Good
29775,0.51,956,Premium
29776,1.06,4862,Premium
29777,1.0,5929,Ideal
29778,0.53,1206,Premium
29779,0.32,645,Ideal
29780,0.3,447,Premium
29781,0.5,1193,Good
29782,0.46,1245,Very Good
29783,1.0,10577,Ideal
29784,1.0,6183,Good
29785,0.39,1123,Ideal
29786,1.01,6132,Ideal
29787,1.54,9624,Ideal
29788,0.32,517,Premium
29789,0.32,576,Very Good
29790,0.71,2735,Premium
29791,0.24,383,Good
29792,1.21,5973,Ideal
29793,0.23,472,Very Good
29794,0.34,417,Good
29795,0.32,809,Ideal
29796,1.7,11519,Premium
29797,0.71,3090,Ideal
29798,0.4,982,Ideal
29799,0.46,807,Ideal
29800,0.9,3548,Ideal
29801,0.31,627,Ideal
29802,1.73,12770,Premium
29803,1.24,6145,Premium
29804,0.25,535,Ideal
29805,1.05,4975,Very Good
29806,0.41,969,Premium
29807,1.01,4326,Good
29808,0.81,2641,Good
29809,0.5,1332,Ideal
29810,0.3,658,Premium
29811,0.51,1268,Ideal
29812,1.15,8114,Ideal
29813,1.0,8079,Good
29814,1.09,11631,Very Good
29815,0.3,574,Premium
29816,0.3,684,Very Good
29817,0.77,2519,Ideal
29818,0.56,2075,Ideal
29819,0.41,1007,Ideal
29820,0.45,945,Ideal
29821,1.06,7479,Ideal
29822,0.34,757,Premium
29823,0.77,3148,Ideal
29824,0.28,646,Premium
29825,1.18,6661,Ideal
29826,0.98,4281,Fair
29827,0.7,3724,Very Good
29828,0.54,1637,Very Good
29829,0.71,3135,Ideal
29830,2.2,13065,Premium
29831,0.52,3321,Ideal
29832,0.52,2012,Ideal
29833,0.3,810,Very Good
29834,1.5,14199,Premium
29835,0.34,880,Ideal
29836,0.3,945,Premium
29837,0.82,2617,Ideal
29838,0.35,707,Ideal
29839,0.46,1838,Very Good
29840,1.6,9444,Ideal
29841,0.41,834,Very Good
29842,1.16,11717,Premium
29843,2.11,12554,Premium
29844,0.5,2132,Very Good
29845,1.03,5804,Ideal
29846,0.31,698,Very Good
29847,0.42,1221,Ideal
29848,0.39,1117,Very Good
29849,2.08,13038,Ideal
29850,0.52,1991,Ideal
29851,1.34,8094,Ideal
29852,0.43,739,Good
29853,0.7,2671,Ideal
29854,2.01,17514,Very Good
29855,0.81,3004,Ideal
29856,1.51,5750,Fair
29857,1.07,6644,Premium
29858,0.3,862,Ideal
29859,0.8,2851,Very Good
29860,1.19,4777,Premium
29861,0.6,2167,Fair
29862,0.36,727,Ideal
29863,0.7,2530,Ideal
29864,1.0,7420,Premium
29865,1.23,8085,Ideal
29866,0.36,998,Ideal
29867,1.03,8284,Ideal
29868,1.51,14148,Good
29869,1.01,6353,Premium
29870,1.03,5241,Very Good
29871,0.52,975,Premium
29872,0.9,4914,Good
29873,1.35,4423,Good
29874,0.3,339,Good
29875,1.09,4361,Ideal
29876,1.34,5273,Ideal
29877,1.2,5766,Ideal
29878,0.43,1318,Ideal
29879,0.41,1061,Premium
29880,1.01,4129,Ideal
29881,0.7,2150,Premium
29882,0.86,2980,Premium
29883,0.43,1131,Premium
29884,0.3,742,Ideal
29885,1.0,5887,Premium
29886,0.39,875,Very Good
29887,1.06,7149,Very Good
29888,1.62,10669,Premium
29889,0.33,743,Premium
29890,0.9,3437,Very Good
29891,1.23,9694,Very Good
29892,1.6,8808,Premium
29893,0.53,1161,Very Good
29894,0.7,3384,Ideal
29895,0.5,1629,Ideal
29896,0.35,916,Ideal
29897,1.5,12754,Good
29898,1.01,7179,Ideal
29899,0.38,778,Ideal
29900,0.3,1013,Premium
29901,0.43,869,Very Good
29902,1.01,6679,Very Good
29903,2.0,13820,Premium
29904,1.6,8530,Premium
29905,0.33,719,Ideal
29906,0.32,905,Ideal
29907,0.41,744,Ideal
29908,0.4,1084,Ideal
29909,1.01,6968,Premium
29910,0.31,816,Very Good
29911,1.02,5998,Premium
29912,1.01,3895,Good
29913,1.03,4008,Ideal
29914,0.4,798,Good
29915,1.76,13626,Premium
29916,1.04,6290,Premium
29917,0.71,2137,Premium
29918,0.33,625,Ideal
29919,2.04,9727,Premium
29920,1.5,8920,Good
29921,0.4,882,Good
29922,1.27,6045,Ideal
29923,1.5,8910,Good
29924,1.01,8532,Very Good
29925,0.28,646,Ideal
29926,1.1,5226,Very Good
29927,0.91,3730,Fair
29928,0.32,862,Ideal
29929,1.01,5780,Premium
29930,0.51,1687,Ideal
29931,1.13,4556,Ideal
29932,0.3,710,Premium
29933,2.01,16626,Very Good
29934,0.42,784,Very Good
29935,0.3,384,Ideal
29936,0.67,2293,Good
29937,1.22,4612,Good
29938,0.71,3692,Very Good
29939,1.2,11530,Ideal
29940,0.34,596,Premium
29941,0.31,625,Very Good
29942,0.32,612,Ideal
29943,0.32,936,Ideal
29944,1.05,9146,Ideal
29945,0.72,2444,Very Good
29946,0.52,1001,Premium
29947,0.76,2719,Ideal
29948,0.3,491,Very Good
29949,0.61,3008,Ideal
29950,2.04,12095,Very Good
29951,2.0,15312,Very Good
29952,0.31,755,Very Good
29953,0.31,749,Ideal
29954,0.31,641,Very Good
29955,0.32,714,Ideal
29956,1.21,6418,Ideal
29957,0.37,874,Premium
29958,0.5,1583,Premium
29959,1.63,7923,Ideal
29960,1.04,4200,Premium
29961,0.9,4801,Ideal
29962,0.32,477,Good
29963,0.91,5484,Very Good
29964,1.21,6861,Good
29965,0.37,649,Very Good
29966,0.52,1911,Ideal
29967,0.5,1613,Good
29968,1.01,4339,Good
29969,1.03,4586,Premium
29970,1.11,4600,Ideal
29971,0.32,524,Ideal
29972,0.91,3763,Premium
29973,1.17,9289,Ideal
29974,0.5,1436,Good
29975,0.41,791,Ideal
29976,0.42,984,Premium
29977,1.04,4368,Premium
29978,0.31,1012,Premium
29979,0.9,4427,Premium
29980,0.4,945,Premium
29981,0.3,526,Premium
29982,1.54,12522,Premium
29983,0.9,3205,Fair
29984,1.01,4299,Premium
29985,0.76,3648,Ideal
29986,0.4,1263,Very Good
29987,2.03,18026,Ideal
29988,1.0,6389,Very Good
29989,1.16,5454,Premium
29990,0.3,905,Premium
29991,0.34,765,Premium
29992,1.24,9930,Premium
29993,1.06,6619,Ideal
29994,0.9,3902,Very Good
29995,0.41,1107,Ideal
29996,1.43,13873,Premium
29997,0.39,787,Very Good
29998,0.31,837,Ideal
29999,1.07,3775,Ideal
30000,0.51,1851,Ideal
30001,1.25,9173,Premium
30002,0.3,684,Ideal
30003,0.52,1995,Very Good
30004,1.75,16783,Ideal
30005,0.62,1933,Premium
30006,0.41,1243,Ideal
30007,0.32,612,Premium
30008,0.3,710,Ideal
30009,0.3,574,Very Good
30010,0.43,850,Very Good
30011,0.7,2498,Very Good
30012,0.9,4203,Good
30013,1.02,5430,Very Good
30014,0.25,363,Ideal
30015,0.8,4816,Ideal
30016,1.01,6239,Very Good
30017,0.52,1689,Good
30018,0.51,1386,Very Good
30019,1.12,8430,Ideal
30020,1.21,8950,Ideal
30021,0.34,596,Ideal
30022,0.6,1777,Very Good
30023,2.04,15308,Ideal
30024,0.8,2553,Premium
30025,0.31,891,Ideal
30026,1.15,4911,Ideal
30027,0.54,1814,Premium
30028,0.23,402,Very Good
30029,1.02,8311,Ideal
30030,2.67,18686,Good
30031,2.01,11646,Premium
30032,1.2,10367,Ideal
30033,1.5,12862,Very Good
30034,0.51,1577,Ideal
30035,1.33,4916,Fair
30036,0.52,1689,Very Good
30037,0.43,901,Premium
30038,0.91,3363,Premium
30039,0.41,935,Ideal
30040,0.33,743,Ideal
30041,0.8,3441,Premium
30042,0.34,596,Good
30043,2.14,13540,Premium
30044,0.66,3309,Very Good
30045,0.54,1260,Ideal
30046,1.01,4432,Very Good
30047,1.0,7226,Good
30048,0.32,657,Very Good
30049,1.06,3842,Good
30050,0.25,388,Very Good
30051,0.3,710,Ideal
30052,0.38,871,Good
30053,0.41,904,Very Good
30054,1.5,12606,Fair
30055,2.04,11276,Very Good
30056,0.71,2803,Ideal
30057,0.72,1147,Fair
30058,0.45,1102,Fair
30059,1.02,5569,Premium
30060,0.31,732,Ideal
30061,1.02,5044,Ideal
30062,0.4,687,Very Good
30063,0.83,2577,Fair
30064,2.11,16512,Ideal
30065,2.01,16562,Ideal
30066,0.41,1007,Premium
30067,0.3,658,Very Good
30068,0.5,1323,Premium
30069,1.52,9700,Premium
30070,0.9,4309,Good
30071,0.43,919,Premium
30072,0.91,3408,Good
30073,2.05,9850,Premium
30074,0.72,3475,Ideal
30075,0.33,868,Premium
30076,0.57,1441,Ideal
30077,1.01,4518,Ideal
30078,0.42,882,Ideal
30079,0.73,3616,Good
30080,1.12,8962,Very Good
30081,1.07,5167,Ideal
30082,1.65,8455,Ideal
30083,0.74,3108,Premium
30084,1.01,5147,Premium
30085,0.25,445,Ideal
30086,0.9,3895,Good
30087,1.2,6814,Very Good
30088,1.5,11557,Ideal
30089,0.95,5111,Very Good
30090,1.01,12865,Ideal
30091,0.3,1013,Premium
30092,2.26,13797,Very Good
30093,0.7,2593,Very Good
30094,1.0,4514,Premium
30095,2.0,11988,Ideal
30096,0.3,526,Ideal
30097,0.3,652,Ideal
30098,0.7,1720,Fair
30099,0.56,2117,Ideal
30100,0.7,2187,Good
30101,1.57,10880,Premium
30102,1.51,16669,Premium
30103,0.7,2083,Ideal
30104,1.54,10954,Fair
30105,1.01,6066,Good
30106,0.91,3296,Ideal
30107,0.9,3632,Very Good
30108,0.9,3798,Ideal
30109,1.01,4129,Premium
30110,0.76,4229,Ideal
30111,0.34,556,Good
30112,0.32,645,Ideal
30113,1.24,5382,Premium
30114,1.13,3544,Premium
30115,1.01,4348,Premium
30116,0.54,1847,Ideal
30117,1.5,11756,Very Good
30118,1.05,7070,Ideal
30119,0.7,2444,Premium
30120,1.01,5527,Ideal
30121,0.38,983,Premium
30122,0.55,1786,Premium
30123,1.06,4196,Ideal
30124,1.5,9072,Premium
30125,0.74,2960,Ideal
30126,0.72,2949,Ideal
30127,0.38,903,Ideal
30128,0.31,872,Premium
30129,0.42,898,Ideal
30130,0.36,933,Ideal
30131,0.6,1746,Ideal
30132,1.56,7584,Very Good
30133,0.7,2940,Good
30134,0.32,900,Ideal
30135,0.33,854,Ideal
30136,0.7,2797,Fair
30137,1.12,8788,Very Good
30138,0.56,1723,Very Good
30139,0.3,710,Ideal
30140,0.73,2728,Premium
30141,0.32,972,Ideal
30142,0.26,580,Ideal
30143,0.55,1551,Ideal
30144,0.91,3423,Ideal
30145,2.01,12964,Good
30146,1.0,5197,Very Good
30147,1.2,6526,Very Good
30148,0.9,4209,Premium
30149,0.9,4304,Premium
30150,0.7,1855,Very Good
30151,0.4,666,Premium
30152,0.42,1103,Ideal
30153,0.37,746,Premium
30154,0.57,1876,Ideal
30155,1.0,4150,Premium
30156,0.91,3478,Very Good
30157,1.01,6335,Premium
30158,0.3,658,Ideal
30159,0.25,633,Very Good
30160,0.55,1764,Ideal
30161,0.32,696,Very Good
30162,1.01,4243,Very Good
30163,0.9,3958,Ideal
30164,1.51,9471,Premium
30165,0.41,1192,Ideal
30166,0.71,2339,Very Good
30167,0.71,3167,Ideal
30168,0.72,2819,Ideal
30169,0.91,4386,Ideal
30170,0.5,2041,Very Good
30171,1.05,6486,Ideal
30172,0.41,954,Good
30173,1.25,4340,Premium
30174,1.18,5477,Premium
30175,0.54,1187,Ideal
30176,1.3,7536,Premium
30177,2.09,12063,Premium
30178,1.09,4349,Very Good
30179,0.25,575,Very Good
30180,0.53,1440,Good
30181,0.32,461,Good
30182,0.4,826,Ideal
30183,1.0,3799,Good
30184,0.55,1767,Ideal
30185,1.33,5785,Very Good
30186,0.29,464,Ideal
30187,0.7,2717,Ideal
30188,0.5,1838,Ideal
30189,1.0,7572,Good
30190,0.4,1824,Ideal
30191,1.53,9183,Very Good
30192,1.52,7899,Premium
30193,0.62,1327,Ideal
30194,1.51,11957,Premium
30195,1.08,5080,Ideal
30196,0.32,984,Ideal
30197,0.79,3077,Very Good
30198,0.71,2840,Premium
30199,1.5,10725,Ideal
30200,0.3,776,Ideal
30201,0.51,1875,Very Good
30202,0.54,1819,Ideal
30203,1.22,10538,Ideal
30204,1.01,6702,Premium
30205,0.31,1133,Premium
30206,1.0,5407,Good
30207,1.11,6857,Ideal
30208,0.51,1443,Very Good
30209,0.6,3382,Ideal
30210,1.03,4679,Ideal
30211,0.36,1029,Ideal
30212,0.51,1875,Ideal
30213,0.41,990,Premium
30214,0.41,1076,Ideal
30215,1.0,4824,Good
30216,1.09,4733,Ideal
30217,0.53,1286,Premium
30218,1.22,6046,Premium
30219,0.25,633,Very Good
30220,0.35,1266,Ideal
30221,0.6,2325,Ideal
30222,0.77,3011,Ideal
30223,1.55,15293,Ideal
30224,0.4,1580,Premium
30225,0.5,1242,Very Good
30226,0.32,841,Very Good
30227,0.3,675,Ideal
30228,1.0,5921,Good
30229,0.33,778,Very Good
30230,0.5,1857,Ideal
30231,0.33,893,Very Good
30232,0.35,1197,Ideal
30233,1.22,4562,Premium
30234,0.5,1282,Ideal
30235,0.54,1987,Ideal
30236,1.08,3750,Premium
30237,0.42,1179,Ideal
30238,1.14,5925,Premium
30239,1.24,5902,Ideal
30240,1.01,5147,Good
30241,0.71,2086,Ideal
30242,1.6,9946,Very Good
30243,0.31,698,Very Good
30244,0.3,911,Ideal
30245,0.31,789,Ideal
30246,0.35,1024,Premium
30247,0.9,3724,Good
30248,0.31,907,Ideal
30249,0.37,999,Ideal
30250,0.32,393,Very Good
30251,1.5,13239,Very Good
30252,0.26,453,Ideal
30253,1.75,10681,Very Good
30254,0.31,789,Ideal
30255,2.0,11413,Premium
30256,1.6,12210,Premium
30257,0.43,795,Ideal
30258,0.59,1412,Very Good
30259,1.74,9208,Ideal
30260,0.4,631,Ideal
30261,0.31,890,Ideal
30262,0.7,2184,Ideal
30263,1.06,8567,Ideal
30264,1.04,5102,Ideal
30265,1.08,5867,Ideal
30266,1.27,4936,Ideal
30267,0.34,813,Ideal
30268,0.91,3837,Very Good
30269,1.52,13034,Premium
30270,0.53,2291,Ideal
30271,0.71,3354,Ideal
30272,1.01,4853,Very Good
30273,0.32,720,Premium
30274,0.4,798,Very Good
30275,0.35,827,Premium
30276,1.16,4969,Premium
30277,0.82,2688,Premium
30278,0.73,3411,Ideal
30279,1.67,11341,Ideal
30280,2.27,14362,Premium
30281,0.8,3831,Very Good
30282,0.62,3499,Ideal
30283,0.91,3723,Ideal
30284,0.3,638,Very Good
30285,0.39,1290,Premium
30286,2.0,14403,Very Good
30287,1.0,7710,Very Good
30288,1.2,4443,Very Good
30289,0.21,386,Premium
30290,1.09,5410,Ideal
30291,0.51,1662,Ideal
30292,1.39,8476,Premium
30293,0.51,1574,Very Good
30294,0.31,628,Very Good
30295,0.74,3170,Ideal
30296,0.9,3810,Premium
30297,0.91,3618,Premium
30298,1.01,5543,Premium
30299,0.5,964,Ideal
30300,1.51,10655,Ideal
30301,0.5,1407,Good
30302,0.74,3145,Premium
30303,1.21,5211,Very Good
30304,1.11,4699,Premium
30305,0.56,1915,Ideal
